iter	Accuracy	Logloss
881	0.9610995851	0.1513158695
882	0.9610995851	0.1512139635
883	0.9610995851	0.151131187
884	0.9610995851	0.1509297406
885	0.9610995851	0.1507167062
886	0.9616182573	0.1505130272
887	0.9616182573	0.1502289584
888	0.9616182573	0.150135087
889	0.9616182573	0.1500183466
890	0.9621369295	0.149861285
891	0.9621369295	0.1496987714
892	0.9621369295	0.1493972192
893	0.9616182573	0.1492227662
894	0.9616182573	0.1490811735
895	0.9616182573	0.1489192497
896	0.9616182573	0.1486954279
897	0.9616182573	0.1486569659
898	0.9616182573	0.1485143997
899	0.9616182573	0.1482921942
900	0.9616182573	0.1482591955
901	0.9616182573	0.1481737688
902	0.9616182573	0.1480975476
903	0.9616182573	0.1479632116
904	0.9616182573	0.1478262197
905	0.9616182573	0.1476721652
906	0.9616182573	0.1475125219
907	0.9621369295	0.1473710543
908	0.9621369295	0.1471327893
909	0.9621369295	0.1469762001
910	0.9621369295	0.14687833
911	0.9621369295	0.1467437704
912	0.9631742739	0.1465442538
913	0.9631742739	0.1463655453
914	0.9631742739	0.1462611966
915	0.9642116183	0.1460845039
916	0.9642116183	0.146027257
917	0.9642116183	0.1459894575
918	0.9636929461	0.1458202561
919	0.9636929461	0.1456913996
920	0.9636929461	0.1456093154
921	0.9636929461	0.1455098897
922	0.9636929461	0.1453943418
923	0.9642116183	0.1452209425
924	0.9642116183	0.145039858
925	0.9642116183	0.1449404776
926	0.9642116183	0.144547759
927	0.9647302905	0.1444304703
928	0.9652489627	0.144355364
929	0.9647302905	0.1441390842
930	0.9647302905	0.1440609573
931	0.9652489627	0.1438747631
932	0.9647302905	0.1436677758
933	0.9647302905	0.1435581445
934	0.9647302905	0.1434146301
935	0.9647302905	0.1432465671
936	0.9652489627	0.1430868628
937	0.9647302905	0.142932372
938	0.9647302905	0.1428219695
939	0.9652489627	0.1426852192
940	0.9657676349	0.1425547055
941	0.9668049793	0.1423355625
942	0.9668049793	0.1422640546
943	0.9662863071	0.1420805426
944	0.9662863071	0.1420245718
945	0.9662863071	0.1419513734
946	0.9662863071	0.1417759198
947	0.9662863071	0.1416418926
948	0.9668049793	0.1414141754
949	0.9668049793	0.1413491046
950	0.9668049793	0.1411954408
951	0.9673236515	0.1409306211
952	0.9673236515	0.1408228438
953	0.9673236515	0.1407059942
954	0.9673236515	0.1405755764
955	0.9673236515	0.1404727806
956	0.9683609959	0.140279911
957	0.9683609959	0.1400770523
958	0.9683609959	0.1399923926
959	0.9683609959	0.1398706182
960	0.9683609959	0.1397248128
961	0.9683609959	0.13961482
962	0.9683609959	0.1394903952
963	0.9683609959	0.1393296816
964	0.9683609959	0.1392406589
965	0.9678423237	0.1391054113
966	0.9678423237	0.1390173704
967	0.9683609959	0.1389155015
968	0.9693983402	0.138755131
969	0.9699170124	0.138693384
970	0.9704356846	0.1385316862
971	0.9699170124	0.1383389803
972	0.9704356846	0.1380649103
973	0.9709543568	0.1378973747
974	0.9709543568	0.137708403
975	0.9709543568	0.1375450619
976	0.9709543568	0.1374131781
977	0.9709543568	0.1372514251
978	0.9709543568	0.1371193349
979	0.9709543568	0.1369956206
980	0.971473029	0.1368207916
981	0.971473029	0.136697479
982	0.971473029	0.1365903545
983	0.971473029	0.136523298
984	0.971473029	0.1363397586
985	0.971473029	0.1361632745
986	0.971473029	0.136106871
987	0.971473029	0.1359722518
988	0.971473029	0.1358237677
989	0.9719917012	0.1356202082
990	0.9719917012	0.1354604658
991	0.9719917012	0.1353544337
992	0.9719917012	0.1351410291
993	0.9719917012	0.1349488952
994	0.9719917012	0.1347127033
995	0.9719917012	0.134599378
996	0.9719917012	0.134380659
997	0.9725103734	0.1342410732
998	0.9725103734	0.1341307489
999	0.9725103734	0.1340358028
